jd_id,title,category,min_experience,required_skills,jd_text
J0062,Machine Learning Engineer,Data Science,0,"[""Python"", ""Natural Language Processing"", ""TensorFlow"", ""Data Visualization"", ""SQL"", ""PyTorch"", ""Statistics"", ""Deep Learning""]","Machine Learning Engineer at Corestack Labs

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Python, Natural Language Processing, TensorFlow, Data Visualization, SQL, PyTorch, Statistics, Deep Learning

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0063,HR Business Partner,Human Resources,2,"[""Payroll"", ""Talent Acquisition"", ""Recruitment"", ""Labor Law"", ""HRIS"", ""Performance Management"", ""Onboarding""]","HR Business Partner at Trailhead Digital

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Payroll, Talent Acquisition, Recruitment, Labor Law, HRIS, Performance Management, Onboarding

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0064,Data Scientist,Data Science,3,"[""Pandas"", ""Deep Learning"", ""Data Visualization"", ""Python"", ""Statistics"", ""NumPy""]","Data Scientist at Orbitline Technologies

We are looking for a Data Scientist to join our Data Science team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Pandas, Deep Learning, Data Visualization, Python, Statistics, NumPy

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0065,Data Scientist,Data Science,1,"[""Data Visualization"", ""Pandas"", ""NumPy"", ""Scikit-learn"", ""TensorFlow""]","Data Scientist at Meridian Softworks

We are looking for a Data Scientist to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Data Visualization, Pandas, NumPy, Scikit-learn, TensorFlow

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0066,Frontend Engineer,Web Development,2,"[""Node.js"", ""TypeScript"", ""React"", ""REST API"", ""MongoDB"", ""JavaScript""]","Frontend Engineer at BluePeak Solutions

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Node.js, TypeScript, React, REST API, MongoDB, JavaScript

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0067,Talent Acquisition Specialist,Human Resources,1,"[""HRIS"", ""Labor Law"", ""Employee Relations"", ""Recruitment"", ""Performance Management"", ""Onboarding"", ""Payroll""]","Talent Acquisition Specialist at Nimbus Systems

We are looking for a Talent Acquisition Specialist to join our Human Resources team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: HRIS, Labor Law, Employee Relations, Recruitment, Performance Management, Onboarding, Payroll

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0068,HR Executive,Human Resources,0,"[""Performance Management"", ""Labor Law"", ""HRIS"", ""Talent Acquisition"", ""Onboarding""]","HR Executive at Verdant Analytics

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Performance Management, Labor Law, HRIS, Talent Acquisition, Onboarding

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0069,Site Reliability Engineer,DevOps,3,"[""Kubernetes"", ""Linux"", ""GCP"", ""Docker"", ""CI/CD"", ""Terraform""]","Site Reliability Engineer at Novatrail Consulting

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Kubernetes, Linux, GCP, Docker, CI/CD, Terraform

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0070,Frontend Engineer,Web Development,5,"[""CSS"", ""MongoDB"", ""Express.js"", ""Node.js"", ""React""]","Frontend Engineer at Trailhead Digital

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: CSS, MongoDB, Express.js, Node.js, React

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0071,Cloud Infrastructure Engineer,DevOps,1,"[""Ansible"", ""GCP"", ""CI/CD"", ""Kubernetes"", ""Linux""]","Cloud Infrastructure Engineer at Orbitline Technologies

We are looking for a Cloud Infrastructure Engineer to join our DevOps team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Ansible, GCP, CI/CD, Kubernetes, Linux

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0072,Full Stack Developer,Web Development,2,"[""React"", ""REST API"", ""CSS"", ""MongoDB"", ""JavaScript""]","Full Stack Developer at BluePeak Solutions

We are looking for a Full Stack Developer to join our Web Development team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: React, REST API, CSS, MongoDB, JavaScript

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0073,Frontend Engineer,Web Development,1,"[""TypeScript"", ""MongoDB"", ""CSS"", ""REST API"", ""React"", ""Node.js"", ""HTML""]","Frontend Engineer at Trailhead Digital

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: TypeScript, MongoDB, CSS, REST API, React, Node.js, HTML

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0074,Financial Analyst,Finance,0,"[""Risk Management"", ""Financial Modeling"", ""SAP"", ""Excel"", ""QuickBooks""]","Financial Analyst at Trailhead Digital

We are looking for a Financial Analyst to join our Finance team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Risk Management, Financial Modeling, SAP, Excel, QuickBooks

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0075,Frontend Engineer,Web Development,5,"[""REST API"", ""TypeScript"", ""JavaScript"", ""CSS"", ""HTML"", ""Express.js""]","Frontend Engineer at BluePeak Solutions

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: REST API, TypeScript, JavaScript, CSS, HTML, Express.js

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0076,Talent Acquisition Specialist,Human Resources,2,"[""Payroll"", ""Labor Law"", ""HRIS"", ""Employee Relations"", ""Performance Management"", ""Recruitment"", ""Onboarding"", ""Talent Acquisition""]","Talent Acquisition Specialist at Orbitline Technologies

We are looking for a Talent Acquisition Specialist to join our Human Resources team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Payroll, Labor Law, HRIS, Employee Relations, Performance Management, Recruitment, Onboarding, Talent Acquisition

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0077,Site Reliability Engineer,DevOps,0,"[""Azure"", ""Ansible"", ""Kubernetes"", ""Terraform"", ""AWS"", ""Jenkins"", ""Linux"", ""Docker""]","Site Reliability Engineer at Meridian Softworks

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Azure, Ansible, Kubernetes, Terraform, AWS, Jenkins, Linux, Docker

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0078,Accounts Executive,Finance,2,"[""Excel"", ""SAP"", ""Auditing"", ""Risk Management"", ""Financial Modeling"", ""Forecasting""]","Accounts Executive at Sundial HR Group

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Excel, SAP, Auditing, Risk Management, Financial Modeling, Forecasting

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0079,Frontend Engineer,Web Development,1,"[""CSS"", ""MongoDB"", ""REST API"", ""Next.js"", ""JavaScript"", ""Express.js"", ""React""]","Frontend Engineer at Novatrail Consulting

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: CSS, MongoDB, REST API, Next.js, JavaScript, Express.js, React

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0080,Backend Developer,Web Development,5,"[""JavaScript"", ""HTML"", ""TypeScript"", ""CSS"", ""REST API"", ""React""]","Backend Developer at Novatrail Consulting

We are looking for a Backend Developer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: JavaScript, HTML, TypeScript, CSS, REST API, React

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0081,Data Analyst,Data Science,5,"[""SQL"", ""Pandas"", ""Natural Language Processing"", ""Deep Learning"", ""Scikit-learn"", ""Machine Learning"", ""Python""]","Data Analyst at Orbitline Technologies

We are looking for a Data Analyst to join our Data Science team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: SQL, Pandas, Natural Language Processing, Deep Learning, Scikit-learn, Machine Learning, Python

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0082,Frontend Engineer,Web Development,5,"[""Express.js"", ""REST API"", ""HTML"", ""Node.js"", ""JavaScript"", ""MongoDB""]","Frontend Engineer at Meridian Softworks

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Express.js, REST API, HTML, Node.js, JavaScript, MongoDB

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0083,HR Executive,Human Resources,5,"[""Labor Law"", ""Employee Relations"", ""Onboarding"", ""Performance Management"", ""Recruitment"", ""Payroll"", ""Talent Acquisition"", ""HRIS""]","HR Executive at Sundial HR Group

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Labor Law, Employee Relations, Onboarding, Performance Management, Recruitment, Payroll, Talent Acquisition, HRIS

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0084,Financial Analyst,Finance,3,"[""Financial Modeling"", ""Risk Management"", ""Accounting"", ""Excel"", ""SAP""]","Financial Analyst at BluePeak Solutions

We are looking for a Financial Analyst to join our Finance team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Financial Modeling, Risk Management, Accounting, Excel, SAP

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0085,Full Stack Developer,Web Development,0,"[""REST API"", ""HTML"", ""Express.js"", ""Next.js"", ""Node.js"", ""JavaScript"", ""React"", ""MongoDB""]","Full Stack Developer at Meridian Softworks

We are looking for a Full Stack Developer to join our Web Development team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: REST API, HTML, Express.js, Next.js, Node.js, JavaScript, React, MongoDB

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0086,Financial Analyst,Finance,0,"[""SAP"", ""Auditing"", ""Accounting"", ""Forecasting"", ""QuickBooks"", ""Risk Management""]","Financial Analyst at Trailhead Digital

We are looking for a Financial Analyst to join our Finance team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: SAP, Auditing, Accounting, Forecasting, QuickBooks, Risk Management

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0087,Financial Analyst,Finance,5,"[""QuickBooks"", ""Excel"", ""Auditing"", ""Financial Analysis"", ""Forecasting"", ""SAP"", ""Accounting""]","Financial Analyst at Novatrail Consulting

We are looking for a Financial Analyst to join our Finance team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: QuickBooks, Excel, Auditing, Financial Analysis, Forecasting, SAP, Accounting

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0088,Talent Acquisition Specialist,Human Resources,0,"[""Onboarding"", ""Performance Management"", ""Talent Acquisition"", ""Employee Relations"", ""HRIS"", ""Recruitment""]","Talent Acquisition Specialist at Corestack Labs

We are looking for a Talent Acquisition Specialist to join our Human Resources team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Onboarding, Performance Management, Talent Acquisition, Employee Relations, HRIS, Recruitment

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0089,HR Business Partner,Human Resources,5,"[""Employee Relations"", ""Talent Acquisition"", ""Performance Management"", ""Payroll"", ""Labor Law"", ""Recruitment"", ""HRIS"", ""Onboarding""]","HR Business Partner at Harborline Financial

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Employee Relations, Talent Acquisition, Performance Management, Payroll, Labor Law, Recruitment, HRIS, Onboarding

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0090,Site Reliability Engineer,DevOps,2,"[""Ansible"", ""Linux"", ""Azure"", ""Docker"", ""Terraform"", ""GCP""]","Site Reliability Engineer at Sundial HR Group

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Ansible, Linux, Azure, Docker, Terraform, GCP

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0091,DevOps Engineer,DevOps,3,"[""Linux"", ""Jenkins"", ""Terraform"", ""Docker"", ""GCP"", ""Ansible"", ""CI/CD""]","DevOps Engineer at Harborline Financial

We are looking for a DevOps Engineer to join our DevOps team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Linux, Jenkins, Terraform, Docker, GCP, Ansible, CI/CD

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0092,Backend Developer,Web Development,3,"[""CSS"", ""React"", ""MongoDB"", ""Next.js"", ""REST API"", ""TypeScript"", ""HTML"", ""Node.js""]","Backend Developer at Trailhead Digital

We are looking for a Backend Developer to join our Web Development team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: CSS, React, MongoDB, Next.js, REST API, TypeScript, HTML, Node.js

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0093,Data Scientist,Data Science,5,"[""Data Visualization"", ""Statistics"", ""Machine Learning"", ""Natural Language Processing"", ""SQL""]","Data Scientist at Quantwave Inc

We are looking for a Data Scientist to join our Data Science team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Data Visualization, Statistics, Machine Learning, Natural Language Processing, SQL

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0094,Accounts Executive,Finance,3,"[""Risk Management"", ""Financial Modeling"", ""Forecasting"", ""Auditing"", ""SAP"", ""Financial Analysis"", ""QuickBooks"", ""Excel""]","Accounts Executive at Sundial HR Group

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Risk Management, Financial Modeling, Forecasting, Auditing, SAP, Financial Analysis, QuickBooks, Excel

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0095,Machine Learning Engineer,Data Science,3,"[""Data Visualization"", ""Deep Learning"", ""Python"", ""Scikit-learn"", ""Machine Learning"", ""Statistics""]","Machine Learning Engineer at Nimbus Systems

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Data Visualization, Deep Learning, Python, Scikit-learn, Machine Learning, Statistics

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0096,Site Reliability Engineer,DevOps,2,"[""Terraform"", ""GCP"", ""CI/CD"", ""AWS"", ""Ansible"", ""Docker"", ""Linux""]","Site Reliability Engineer at Sundial HR Group

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Terraform, GCP, CI/CD, AWS, Ansible, Docker, Linux

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0097,Full Stack Developer,Web Development,0,"[""Express.js"", ""Next.js"", ""TypeScript"", ""MongoDB"", ""HTML"", ""Node.js""]","Full Stack Developer at Falconbyte

We are looking for a Full Stack Developer to join our Web Development team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Express.js, Next.js, TypeScript, MongoDB, HTML, Node.js

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0098,Cloud Infrastructure Engineer,DevOps,2,"[""GCP"", ""Azure"", ""CI/CD"", ""AWS"", ""Linux"", ""Docker"", ""Jenkins""]","Cloud Infrastructure Engineer at Meridian Softworks

We are looking for a Cloud Infrastructure Engineer to join our DevOps team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: GCP, Azure, CI/CD, AWS, Linux, Docker, Jenkins

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0099,Finance Manager,Finance,1,"[""Accounting"", ""Risk Management"", ""SAP"", ""Financial Analysis"", ""Forecasting"", ""Auditing"", ""QuickBooks"", ""Excel""]","Finance Manager at Quantwave Inc

We are looking for a Finance Manager to join our Finance team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Accounting, Risk Management, SAP, Financial Analysis, Forecasting, Auditing, QuickBooks, Excel

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0100,Backend Developer,Web Development,1,"[""JavaScript"", ""React"", ""HTML"", ""CSS"", ""Node.js"", ""REST API"", ""TypeScript""]","Backend Developer at Novatrail Consulting

We are looking for a Backend Developer to join our Web Development team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: JavaScript, React, HTML, CSS, Node.js, REST API, TypeScript

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0101,Talent Acquisition Specialist,Human Resources,2,"[""Payroll"", ""Recruitment"", ""Performance Management"", ""HRIS"", ""Labor Law""]","Talent Acquisition Specialist at Orbitline Technologies

We are looking for a Talent Acquisition Specialist to join our Human Resources team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Payroll, Recruitment, Performance Management, HRIS, Labor Law

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0102,Finance Manager,Finance,3,"[""Risk Management"", ""Accounting"", ""Financial Analysis"", ""Financial Modeling"", ""Forecasting"", ""QuickBooks"", ""Auditing""]","Finance Manager at BluePeak Solutions

We are looking for a Finance Manager to join our Finance team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Risk Management, Accounting, Financial Analysis, Financial Modeling, Forecasting, QuickBooks, Auditing

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0103,Data Analyst,Data Science,1,"[""SQL"", ""Deep Learning"", ""NumPy"", ""Python"", ""PyTorch"", ""Machine Learning""]","Data Analyst at BluePeak Solutions

We are looking for a Data Analyst to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: SQL, Deep Learning, NumPy, Python, PyTorch, Machine Learning

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0104,Frontend Engineer,Web Development,5,"[""HTML"", ""Node.js"", ""JavaScript"", ""Express.js"", ""React"", ""MongoDB"", ""Next.js"", ""TypeScript""]","Frontend Engineer at Novatrail Consulting

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: HTML, Node.js, JavaScript, Express.js, React, MongoDB, Next.js, TypeScript

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0105,Accounts Executive,Finance,2,"[""Risk Management"", ""Accounting"", ""Financial Analysis"", ""Forecasting"", ""Budgeting"", ""SAP""]","Accounts Executive at Corestack Labs

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Risk Management, Accounting, Financial Analysis, Forecasting, Budgeting, SAP

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0106,DevOps Engineer,DevOps,1,"[""Terraform"", ""GCP"", ""CI/CD"", ""AWS"", ""Jenkins"", ""Linux"", ""Docker"", ""Azure""]","DevOps Engineer at Quantwave Inc

We are looking for a DevOps Engineer to join our DevOps team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Terraform, GCP, CI/CD, AWS, Jenkins, Linux, Docker, Azure

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0107,Accounts Executive,Finance,2,"[""Excel"", ""QuickBooks"", ""Auditing"", ""Budgeting"", ""Accounting"", ""Financial Modeling""]","Accounts Executive at BluePeak Solutions

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Excel, QuickBooks, Auditing, Budgeting, Accounting, Financial Modeling

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0108,Finance Manager,Finance,3,"[""Auditing"", ""Budgeting"", ""Financial Modeling"", ""SAP"", ""QuickBooks"", ""Risk Management""]","Finance Manager at Harborline Financial

We are looking for a Finance Manager to join our Finance team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Auditing, Budgeting, Financial Modeling, SAP, QuickBooks, Risk Management

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0109,Machine Learning Engineer,Data Science,1,"[""Python"", ""SQL"", ""PyTorch"", ""Statistics"", ""Natural Language Processing"", ""Deep Learning""]","Machine Learning Engineer at Sundial HR Group

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Python, SQL, PyTorch, Statistics, Natural Language Processing, Deep Learning

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0110,Machine Learning Engineer,Data Science,1,"[""Machine Learning"", ""NumPy"", ""Data Visualization"", ""Statistics"", ""Python"", ""Scikit-learn"", ""SQL""]","Machine Learning Engineer at Meridian Softworks

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Machine Learning, NumPy, Data Visualization, Statistics, Python, Scikit-learn, SQL

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0111,HR Business Partner,Human Resources,3,"[""Labor Law"", ""Employee Relations"", ""HRIS"", ""Performance Management"", ""Talent Acquisition"", ""Recruitment""]","HR Business Partner at Novatrail Consulting

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Labor Law, Employee Relations, HRIS, Performance Management, Talent Acquisition, Recruitment

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0112,Backend Developer,Web Development,1,"[""JavaScript"", ""Next.js"", ""TypeScript"", ""CSS"", ""Express.js"", ""MongoDB"", ""REST API""]","Backend Developer at Meridian Softworks

We are looking for a Backend Developer to join our Web Development team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: JavaScript, Next.js, TypeScript, CSS, Express.js, MongoDB, REST API

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0113,Backend Developer,Web Development,2,"[""Next.js"", ""Node.js"", ""Express.js"", ""JavaScript"", ""TypeScript"", ""HTML""]","Backend Developer at Verdant Analytics

We are looking for a Backend Developer to join our Web Development team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Next.js, Node.js, Express.js, JavaScript, TypeScript, HTML

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0114,Data Analyst,Data Science,1,"[""TensorFlow"", ""Data Visualization"", ""Natural Language Processing"", ""Statistics"", ""SQL""]","Data Analyst at Falconbyte

We are looking for a Data Analyst to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: TensorFlow, Data Visualization, Natural Language Processing, Statistics, SQL

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0115,Site Reliability Engineer,DevOps,0,"[""Kubernetes"", ""Jenkins"", ""Terraform"", ""GCP"", ""Ansible"", ""CI/CD""]","Site Reliability Engineer at Falconbyte

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Kubernetes, Jenkins, Terraform, GCP, Ansible, CI/CD

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0116,Frontend Engineer,Web Development,5,"[""REST API"", ""HTML"", ""Express.js"", ""Node.js"", ""TypeScript"", ""JavaScript"", ""Next.js""]","Frontend Engineer at Verdant Analytics

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: REST API, HTML, Express.js, Node.js, TypeScript, JavaScript, Next.js

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0117,DevOps Engineer,DevOps,0,"[""GCP"", ""Docker"", ""Azure"", ""Terraform"", ""AWS""]","DevOps Engineer at Orbitline Technologies

We are looking for a DevOps Engineer to join our DevOps team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: GCP, Docker, Azure, Terraform, AWS

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0118,Accounts Executive,Finance,2,"[""Financial Modeling"", ""Forecasting"", ""Risk Management"", ""Accounting"", ""Financial Analysis""]","Accounts Executive at Harborline Financial

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Financial Modeling, Forecasting, Risk Management, Accounting, Financial Analysis

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0119,Data Scientist,Data Science,0,"[""Pandas"", ""Statistics"", ""Data Visualization"", ""PyTorch"", ""Deep Learning"", ""NumPy""]","Data Scientist at Quantwave Inc

We are looking for a Data Scientist to join our Data Science team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Pandas, Statistics, Data Visualization, PyTorch, Deep Learning, NumPy

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0120,Frontend Engineer,Web Development,5,"[""Next.js"", ""Node.js"", ""MongoDB"", ""TypeScript"", ""React"", ""CSS"", ""REST API""]","Frontend Engineer at Nimbus Systems

We are looking for a Frontend Engineer to join our Web Development team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Next.js, Node.js, MongoDB, TypeScript, React, CSS, REST API

Responsibilities include applying the above skills to real-world web development problems and collaborating with cross-functional teams."
J0121,Data Analyst,Data Science,1,"[""NumPy"", ""Natural Language Processing"", ""Machine Learning"", ""Scikit-learn"", ""Deep Learning""]","Data Analyst at Novatrail Consulting

We are looking for a Data Analyst to join our Data Science team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: NumPy, Natural Language Processing, Machine Learning, Scikit-learn, Deep Learning

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0122,Machine Learning Engineer,Data Science,5,"[""Pandas"", ""Data Visualization"", ""Deep Learning"", ""Scikit-learn"", ""PyTorch"", ""SQL"", ""NumPy"", ""Natural Language Processing""]","Machine Learning Engineer at Verdant Analytics

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Pandas, Data Visualization, Deep Learning, Scikit-learn, PyTorch, SQL, NumPy, Natural Language Processing

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0123,Data Scientist,Data Science,0,"[""Pandas"", ""Scikit-learn"", ""Deep Learning"", ""Natural Language Processing"", ""PyTorch"", ""Machine Learning"", ""SQL""]","Data Scientist at Quantwave Inc

We are looking for a Data Scientist to join our Data Science team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Pandas, Scikit-learn, Deep Learning, Natural Language Processing, PyTorch, Machine Learning, SQL

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0124,HR Business Partner,Human Resources,1,"[""Onboarding"", ""Talent Acquisition"", ""Performance Management"", ""Employee Relations"", ""Payroll""]","HR Business Partner at Trailhead Digital

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Onboarding, Talent Acquisition, Performance Management, Employee Relations, Payroll

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0125,Site Reliability Engineer,DevOps,0,"[""AWS"", ""Ansible"", ""CI/CD"", ""GCP"", ""Terraform"", ""Azure"", ""Jenkins""]","Site Reliability Engineer at Meridian Softworks

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: AWS, Ansible, CI/CD, GCP, Terraform, Azure, Jenkins

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
